user_id,name,email,US_state,Gender,Item_id,Rating,datetime
19,Bautista,mstewart@hotmail.com,FL,F,9,2,"(datetime.datetime(1993, 6, 29, 19, 1, 52), 1047.8142689232743)"
54,Alvarado,uburke@hotmail.com,WA,Not Specified,6,3,"(datetime.datetime(1993, 6, 29, 20, 1, 52), 475.2729916038671)"
39,Pierce,douglas64@yahoo.com,NY,M,7,1,"(datetime.datetime(1993, 6, 29, 21, 1, 52), 304.40050134815715)"
57,Chen,allison66@gmail.com,NY,F,11,3,"(datetime.datetime(1993, 6, 29, 22, 1, 52), 3463.043610911442)"
42,Alexander,stephaniedavis@gmail.com,MA,F,14,5,"(datetime.datetime(1993, 6, 29, 23, 1, 52), 391.01495889643473)"
15,Grant,laura76@gmail.com,Texas,F,15,4,"(datetime.datetime(1993, 6, 30, 0, 1, 52), 1518.1355174942266)"
23,Wright,sharonthomas@yahoo.com,MA,M,6,3,"(datetime.datetime(1993, 6, 30, 1, 1, 52), 2294.2926877096133)"
62,Fischer,mariacole@yahoo.com,SF,Not Specified,3,3,"(datetime.datetime(1993, 6, 30, 2, 1, 52), 787.4430647106201)"
15,Mack,amy26@hotmail.com,IL,F,7,3,"(datetime.datetime(1993, 6, 30, 3, 1, 52), 1697.1657181768933)"
87,Jimenez,vstephens@yahoo.com,SF,F,12,2,"(datetime.datetime(1993, 6, 30, 4, 1, 52), 77.82976951445484)"
35,Stephenson,scottalicia@yahoo.com,WA,M,8,5,"(datetime.datetime(1993, 6, 30, 5, 1, 52), 1426.4459461011318)"
14,Francis,monicachambers@gmail.com,Texas,F,7,3,"(datetime.datetime(1993, 6, 30, 6, 1, 52), 306.9332519741615)"
10,Sparks,matthewmoreno@gmail.com,Texas,F,10,2,"(datetime.datetime(1993, 6, 30, 7, 1, 52), 3311.921116286531)"
21,Jones,gcampbell@yahoo.com,MA,Not Specified,12,2,"(datetime.datetime(1993, 6, 30, 8, 1, 52), 757.0020371150439)"
14,Jenkins,richard44@yahoo.com,WA,M,7,2,"(datetime.datetime(1993, 6, 30, 9, 1, 52), 2045.6385959961954)"
18,Moore,patrick97@gmail.com,IL,F,8,2,"(datetime.datetime(1993, 6, 30, 10, 1, 52), 2405.7301899512154)"
46,Chen,jeffery78@gmail.com,IL,F,4,3,"(datetime.datetime(1993, 6, 30, 11, 1, 52), 2347.396131234774)"
8,Wallace,simpsonpaige@gmail.com,IL,F,10,2,"(datetime.datetime(1993, 6, 30, 12, 1, 52), 1279.4449068419924)"
51,Oneal,rosecarl@hotmail.com,NY,F,8,2,"(datetime.datetime(1993, 6, 30, 13, 1, 52), 2470.6674800627925)"
95,Middleton,michaelwilson@gmail.com,WA,M,15,2,"(datetime.datetime(1993, 6, 30, 14, 1, 52), 973.1798585007343)"
82,Lyons,jeremy94@gmail.com,IL,M,3,3,"(datetime.datetime(1993, 6, 30, 15, 1, 52), 1562.4680881144225)"
92,Rivera,fisherphyllis@yahoo.com,MA,F,8,3,"(datetime.datetime(1993, 6, 30, 16, 1, 52), 1610.2508228990093)"
91,Hernandez,jasonlopez@yahoo.com,FL,M,8,3,"(datetime.datetime(1993, 6, 30, 17, 1, 52), 3540.5430540438774)"
55,Roman,jeffreygonzalez@hotmail.com,SF,F,14,5,"(datetime.datetime(1993, 6, 30, 18, 1, 52), 2111.508930891672)"
7,Bullock,schultzmonica@yahoo.com,WA,M,2,3,"(datetime.datetime(1993, 6, 30, 19, 1, 52), 2675.386109181233)"
87,Thompson,cheyenne84@hotmail.com,IL,M,4,4,"(datetime.datetime(1993, 6, 30, 20, 1, 52), 3178.6260997582667)"
53,Ellis,zachary86@yahoo.com,Texas,F,10,5,"(datetime.datetime(1993, 6, 30, 21, 1, 52), 1764.7274294280107)"
91,Alvarez,bobbywilliams@yahoo.com,Texas,F,9,1,"(datetime.datetime(1993, 6, 30, 22, 1, 52), 1043.314897691155)"
1,Taylor,ybecker@yahoo.com,Texas,F,9,3,"(datetime.datetime(1993, 6, 30, 23, 1, 52), 3317.0108884237898)"
59,Lee,catherine15@gmail.com,MA,F,10,5,"(datetime.datetime(1993, 7, 1, 0, 1, 52), 1640.6797857322642)"
42,Scott,james13@hotmail.com,Texas,F,7,2,"(datetime.datetime(1993, 7, 1, 1, 1, 52), 1244.689961344198)"
26,King,kevin86@gmail.com,MA,F,9,3,"(datetime.datetime(1993, 7, 1, 2, 1, 52), 1238.1853546136058)"
92,Allen,andreasmith@yahoo.com,FL,F,15,3,"(datetime.datetime(1993, 7, 1, 3, 1, 52), 1577.514947733929)"
53,Werner,davidmiller@gmail.com,IL,F,8,0,"(datetime.datetime(1993, 7, 1, 4, 1, 52), 2755.588946891311)"
53,Henson,salazarlisa@yahoo.com,NY,F,13,3,"(datetime.datetime(1993, 7, 1, 5, 1, 52), 3191.7755885840825)"
51,Williams,burnsdavid@hotmail.com,FL,F,12,2,"(datetime.datetime(1993, 7, 1, 6, 1, 52), 3364.0591984061357)"
41,Vang,lamchelsea@hotmail.com,NY,M,4,2,"(datetime.datetime(1993, 7, 1, 7, 1, 52), 2559.844609110866)"
100,Ramos,amanda44@gmail.com,MA,F,11,2,"(datetime.datetime(1993, 7, 1, 8, 1, 52), 427.4288521225597)"
92,Garcia,john40@hotmail.com,SF,M,6,5,"(datetime.datetime(1993, 7, 1, 9, 1, 52), 1855.0190116597012)"
7,Martinez,david95@gmail.com,MA,F,7,5,"(datetime.datetime(1993, 7, 1, 10, 1, 52), 2579.577336702809)"
70,Guerrero,deckerjohn@yahoo.com,WA,F,13,2,"(datetime.datetime(1993, 7, 1, 11, 1, 52), 2428.7247149520645)"
30,Brooks,branditaylor@gmail.com,SF,F,8,1,"(datetime.datetime(1993, 7, 1, 12, 1, 52), 1817.4589364259314)"
47,Richards,andersonrandall@hotmail.com,NY,F,14,4,"(datetime.datetime(1993, 7, 1, 13, 1, 52), 1837.7082643540434)"
10,Taylor,hermantyler@hotmail.com,SF,M,13,3,"(datetime.datetime(1993, 7, 1, 14, 1, 52), 3489.5046619210284)"
31,Oconnor,swolf@yahoo.com,WA,F,5,2,"(datetime.datetime(1993, 7, 1, 15, 1, 52), 2264.3616869634193)"
14,Jensen,carlsontracy@gmail.com,MA,M,5,1,"(datetime.datetime(1993, 7, 1, 16, 1, 52), 3451.068687381334)"
72,Delgado,troy78@gmail.com,Texas,M,9,2,"(datetime.datetime(1993, 7, 1, 17, 1, 52), 3052.011021104309)"
34,Taylor,jamesstewart@gmail.com,FL,F,15,2,"(datetime.datetime(1993, 7, 1, 18, 1, 52), 3397.591443457075)"
27,Johnson,suzanne57@hotmail.com,MA,M,1,2,"(datetime.datetime(1993, 7, 1, 19, 1, 52), 2375.170209766868)"
29,Green,kevin59@yahoo.com,Texas,F,11,2,"(datetime.datetime(1993, 7, 1, 20, 1, 52), 2636.32976613623)"
20,Gomez,bryanallen@gmail.com,IL,F,6,3,"(datetime.datetime(1993, 7, 1, 21, 1, 52), 3403.924047603881)"
42,Jones,stantonroberto@hotmail.com,FL,F,7,2,"(datetime.datetime(1993, 7, 1, 22, 1, 52), 779.4874222299504)"
56,Thomas,debrachandler@hotmail.com,SF,M,11,3,"(datetime.datetime(1993, 7, 1, 23, 1, 52), 1471.070472729249)"
2,Ortiz,amandafitzgerald@hotmail.com,FL,F,13,2,"(datetime.datetime(1993, 7, 2, 0, 1, 52), 1665.5394072287504)"
6,Cunningham,finleygeorge@yahoo.com,Texas,F,4,2,"(datetime.datetime(1993, 7, 2, 1, 1, 52), 2238.6383468499203)"
85,Palmer,eddie53@hotmail.com,NY,M,12,0,"(datetime.datetime(1993, 7, 2, 2, 1, 52), 2954.3706762387287)"
32,Bautista,mkemp@hotmail.com,MA,F,15,2,"(datetime.datetime(1993, 7, 2, 3, 1, 52), 2021.0716143692516)"
92,Miller,gharper@yahoo.com,Texas,Not Specified,12,3,"(datetime.datetime(1993, 7, 2, 4, 1, 52), 540.2555183602389)"
78,Williams,joannbennett@yahoo.com,SF,M,15,2,"(datetime.datetime(1993, 7, 2, 5, 1, 52), 3202.1231541837583)"
64,Davis,edwardyoung@yahoo.com,SF,F,13,2,"(datetime.datetime(1993, 7, 2, 6, 1, 52), 2647.7989756369698)"
52,Morgan,ablackburn@yahoo.com,FL,F,7,0,"(datetime.datetime(1993, 7, 2, 7, 1, 52), 1037.6197873176218)"
61,Madden,nduncan@hotmail.com,WA,F,8,2,"(datetime.datetime(1993, 7, 2, 8, 1, 52), 1641.3037882911783)"
93,Wilson,brettnelson@hotmail.com,IL,F,4,2,"(datetime.datetime(1993, 7, 2, 9, 1, 52), 914.111951370622)"
88,Perkins,jroberts@gmail.com,MA,F,7,2,"(datetime.datetime(1993, 7, 2, 10, 1, 52), 1905.3792048881921)"
44,Hughes,gking@hotmail.com,MA,M,2,4,"(datetime.datetime(1993, 7, 2, 11, 1, 52), 2897.2779742385255)"
32,Willis,erin52@hotmail.com,WA,M,12,4,"(datetime.datetime(1993, 7, 2, 12, 1, 52), 3238.0327325388853)"
43,Mathis,crichards@gmail.com,WA,F,13,3,"(datetime.datetime(1993, 7, 2, 13, 1, 52), 1240.492255296521)"
38,Garrett,kirstenburke@hotmail.com,WA,M,13,2,"(datetime.datetime(1993, 7, 2, 14, 1, 52), 3.646055147232685)"
19,Carroll,matthewsmith@hotmail.com,WA,F,14,2,"(datetime.datetime(1993, 7, 2, 15, 1, 52), 3275.6617054945364)"
86,Cardenas,jburgess@yahoo.com,Texas,M,3,3,"(datetime.datetime(1993, 7, 2, 16, 1, 52), 1525.9652301918413)"
23,Moreno,fowlerbethany@hotmail.com,Texas,M,5,3,"(datetime.datetime(1993, 7, 2, 17, 1, 52), 2275.664979725923)"
70,Jacobs,obaker@yahoo.com,FL,F,10,2,"(datetime.datetime(1993, 7, 2, 18, 1, 52), 3567.0523833565667)"
92,Ramirez,alisonstewart@yahoo.com,NY,F,11,5,"(datetime.datetime(1993, 7, 2, 19, 1, 52), 2540.0616945127067)"
56,Moody,ibrady@yahoo.com,MA,F,12,4,"(datetime.datetime(1993, 7, 2, 20, 1, 52), 3325.3314645104147)"
73,Cruz,benjamingaines@yahoo.com,MA,M,9,1,"(datetime.datetime(1993, 7, 2, 21, 1, 52), 2874.517226925865)"
98,Perez,riceshelly@hotmail.com,MA,F,1,1,"(datetime.datetime(1993, 7, 2, 22, 1, 52), 2271.2688004680235)"
81,Graves,mossashley@gmail.com,FL,F,8,3,"(datetime.datetime(1993, 7, 2, 23, 1, 52), 666.5098145738395)"
98,House,westjulie@yahoo.com,Texas,M,9,5,"(datetime.datetime(1993, 7, 3, 0, 1, 52), 1832.0364894110958)"
91,Garcia,alexandercameron@yahoo.com,SF,F,9,2,"(datetime.datetime(1993, 7, 3, 1, 1, 52), 1421.0721268162652)"
35,King,fayala@gmail.com,SF,M,1,2,"(datetime.datetime(1993, 7, 3, 2, 1, 52), 108.48367343146386)"
2,Farmer,sandersryan@yahoo.com,IL,F,7,3,"(datetime.datetime(1993, 7, 3, 3, 1, 52), 2423.0752065877823)"
90,Beard,marshallmaria@gmail.com,MA,F,8,2,"(datetime.datetime(1993, 7, 3, 4, 1, 52), 2557.7552214418292)"
42,Short,samanthataylor@gmail.com,Texas,M,15,2,"(datetime.datetime(1993, 7, 3, 5, 1, 52), 3113.815480848862)"
47,Smith,rodriguezamber@gmail.com,SF,M,15,0,"(datetime.datetime(1993, 7, 3, 6, 1, 52), 3341.2772523530853)"
4,Edwards,njoyce@gmail.com,FL,F,5,2,"(datetime.datetime(1993, 7, 3, 7, 1, 52), 2415.201494929753)"
77,Hernandez,idixon@hotmail.com,NY,M,15,2,"(datetime.datetime(1993, 7, 3, 8, 1, 52), 3278.234628820526)"
91,May,qwilliams@gmail.com,SF,F,5,2,"(datetime.datetime(1993, 7, 3, 9, 1, 52), 1997.8085882088442)"
96,Terry,henrymcbride@hotmail.com,SF,F,5,5,"(datetime.datetime(1993, 7, 3, 10, 1, 52), 290.6259180252829)"
23,Li,greenisabella@gmail.com,IL,M,15,2,"(datetime.datetime(1993, 7, 3, 11, 1, 52), 933.2837064770579)"
59,Lutz,mcculloughangela@gmail.com,NY,F,5,2,"(datetime.datetime(1993, 7, 3, 12, 1, 52), 2107.809774853867)"
83,Hunt,xstewart@gmail.com,NY,F,13,2,"(datetime.datetime(1993, 7, 3, 13, 1, 52), 2847.6673397687887)"
79,Allen,erikcook@yahoo.com,WA,M,11,2,"(datetime.datetime(1993, 7, 3, 14, 1, 52), 1715.3480021467442)"
72,Brown,holmesaaron@hotmail.com,Texas,F,9,3,"(datetime.datetime(1993, 7, 3, 15, 1, 52), 374.33280303954274)"
78,Gomez,marthahunt@hotmail.com,SF,F,15,2,"(datetime.datetime(1993, 7, 3, 16, 1, 52), 3101.2585929903844)"
16,Taylor,gwhite@yahoo.com,NY,F,5,3,"(datetime.datetime(1993, 7, 3, 17, 1, 52), 2186.9206182363205)"
6,Gutierrez,collinsperry@gmail.com,FL,F,4,2,"(datetime.datetime(1993, 7, 3, 18, 1, 52), 2763.1823514403077)"
92,Jackson,vmcintosh@yahoo.com,NY,F,6,2,"(datetime.datetime(1993, 7, 3, 19, 1, 52), 2174.910590400016)"
80,Avila,anna76@gmail.com,SF,M,13,2,"(datetime.datetime(1993, 7, 3, 20, 1, 52), 1633.424595658894)"
34,Lee,michaelmartinez@yahoo.com,NY,M,12,2,"(datetime.datetime(1993, 7, 3, 21, 1, 52), 637.5127602632933)"
79,Vaughn,pmorris@hotmail.com,NY,Not Specified,10,2,"(datetime.datetime(1993, 7, 3, 22, 1, 52), 2501.451046658402)"
61,Miller,atkinskrystal@hotmail.com,SF,M,15,2,"(datetime.datetime(1993, 7, 3, 23, 1, 52), 944.0736033027455)"
83,Black,smiller@gmail.com,NY,Not Specified,7,2,"(datetime.datetime(1993, 7, 4, 0, 1, 52), 3485.326901965169)"
20,Stout,justin00@yahoo.com,FL,F,13,4,"(datetime.datetime(1993, 7, 4, 1, 1, 52), 564.6980151525916)"
71,Dominguez,maxwellerik@hotmail.com,MA,F,9,2,"(datetime.datetime(1993, 7, 4, 2, 1, 52), 3395.353054732282)"
80,Murphy,benjaminconnie@yahoo.com,MA,F,15,3,"(datetime.datetime(1993, 7, 4, 3, 1, 52), 815.1320700723359)"
82,Campbell,allenjeremy@hotmail.com,FL,F,2,2,"(datetime.datetime(1993, 7, 4, 4, 1, 52), 1666.4356567549048)"
73,Taylor,alexander90@hotmail.com,SF,F,9,3,"(datetime.datetime(1993, 7, 4, 5, 1, 52), 2586.481559915166)"
23,Cooke,hollowaywilliam@gmail.com,IL,F,10,2,"(datetime.datetime(1993, 7, 4, 6, 1, 52), 2797.629375249191)"
15,Berry,hernandezkristin@hotmail.com,NY,F,6,3,"(datetime.datetime(1993, 7, 4, 7, 1, 52), 1507.4541030120124)"
73,Mcintyre,johntaylor@yahoo.com,IL,F,9,0,"(datetime.datetime(1993, 7, 4, 8, 1, 52), 1920.053781877426)"
10,Anderson,michael16@hotmail.com,NY,Not Specified,8,5,"(datetime.datetime(1993, 7, 4, 9, 1, 52), 884.3235470062663)"
49,Walker,deannasanders@yahoo.com,WA,F,14,3,"(datetime.datetime(1993, 7, 4, 10, 1, 52), 3008.096236799116)"
36,Dyer,andrewcarr@yahoo.com,Texas,M,14,2,"(datetime.datetime(1993, 7, 4, 11, 1, 52), 853.2616033748884)"
6,Carr,gmyers@yahoo.com,MA,F,11,2,"(datetime.datetime(1993, 7, 4, 12, 1, 52), 3069.2254109336704)"
19,Reeves,fishermonica@yahoo.com,IL,F,13,5,"(datetime.datetime(1993, 7, 4, 13, 1, 52), 3328.431543539073)"
92,Murray,genewells@gmail.com,WA,Not Specified,10,2,"(datetime.datetime(1993, 7, 4, 14, 1, 52), 3306.2840579877598)"
37,Gill,richardsondouglas@yahoo.com,Texas,M,14,2,"(datetime.datetime(1993, 7, 4, 15, 1, 52), 1701.6419907582626)"
67,Molina,bernardgregory@yahoo.com,NY,M,5,2,"(datetime.datetime(1993, 7, 4, 16, 1, 52), 1065.7533926398194)"
82,Williams,austin64@yahoo.com,FL,M,11,3,"(datetime.datetime(1993, 7, 4, 17, 1, 52), 749.4292978104919)"
18,Anderson,gabriel69@yahoo.com,Texas,F,6,2,"(datetime.datetime(1993, 7, 4, 18, 1, 52), 274.20785062626646)"
91,Mann,colemanjessica@gmail.com,Texas,M,10,3,"(datetime.datetime(1993, 7, 4, 19, 1, 52), 550.685518584177)"
22,Perez,lori59@hotmail.com,IL,Not Specified,10,3,"(datetime.datetime(1993, 7, 4, 20, 1, 52), 2579.2097155422784)"
43,Sutton,rsloan@hotmail.com,FL,Not Specified,1,2,"(datetime.datetime(1993, 7, 4, 21, 1, 52), 942.366642036897)"
21,Peterson,martin26@hotmail.com,SF,M,6,2,"(datetime.datetime(1993, 7, 4, 22, 1, 52), 2677.6046693304465)"
40,Young,ugray@yahoo.com,MA,F,5,2,"(datetime.datetime(1993, 7, 4, 23, 1, 52), 1102.1706720641819)"
53,Forbes,ivega@gmail.com,IL,F,6,2,"(datetime.datetime(1993, 7, 5, 0, 1, 52), 2143.6950615241)"
